,p0q0
8139,0.307
8140,0.286
8141,0.323
8142,0.292
8143,0.271
8144,0.323
8145,0.318
8146,0.297
8147,0.259
8148,0.268
8149,0.319
8150,0.271
8151,0.28
8152,0.276
8153,0.266
8154,0.328
8155,0.301
8156,0.348
8157,0.264
8158,0.318
8159,0.282
8160,0.319
8161,0.301
8162,0.303
8163,0.275
8164,0.296
8165,0.262
8166,0.31
8167,0.257
8168,0.284
8169,0.434
8170,0.32
8171,0.291
8172,0.276
8173,0.303
8174,0.253
8175,0.322
8176,0.27
8177,0.277
8178,0.223
8179,0.256
8180,0.238
8181,0.265
8182,0.29
8183,0.269
8184,0.248
8185,0.243
8186,0.293
8187,0.246
8188,0.349
8189,0.367
8190,0.343
8191,0.316
8192,0.332
8193,0.288
8194,0.326
8195,0.286
8196,0.308
8197,0.56
8198,0.345
8199,0.335
8200,0.299
8201,0.322
8202,0.292
8203,0.357
8204,0.295
8205,0.313
8206,0.25
8207,0.293
8208,0.268
8209,0.296
8210,0.311
8211,0.307
8212,0.312
8213,0.299
8214,0.311
8215,0.297
8216,0.205
8217,0.215
8218,0.204
8219,0.188
8220,0.201
8221,0.182
8222,0.195
8223,0.188
8224,0.19
8225,0.199
8226,0.208
8227,0.197
8228,0.189
8229,0.195
8230,0.183
8231,0.22
8232,0.185
8233,0.189
8234,0.185
8235,0.182
8236,0.179
8237,0.186
8238,0.19
8239,0.192
8240,0.19
8241,0.185
8242,0.197
8243,0.186
8244,0.126
8245,0.198
8246,0.151
8247,0.137
8248,0.166
8249,0.137
8250,0.16
8251,0.136
8252,0.145
8253,0.152
8254,0.141
8255,0.135
8256,0.149
8257,0.131
8258,0.15
8259,0.14
8260,0.141
8261,0.133
8262,0.153
8263,0.154
8264,0.143
8265,0.142
8266,0.145
8267,0.142
8268,0.19
8269,0.136
8270,0.139
8271,0.149
8272,0.342
8273,0.37
8274,0.361
8275,0.326
8276,0.344
8277,0.341
8278,0.374
8279,0.324
8280,0.409
8281,0.521
8282,0.338
8283,0.343
8284,0.312
8285,0.354
8286,0.306
8287,0.342
8288,0.318
8289,0.33
8290,0.278
8291,0.338
8292,0.28
8293,0.306
8294,0.343
8295,0.315
8296,0.334
8297,0.324
8298,0.326
8299,0.337
8300,0.354
8301,0.309
8302,0.287
8303,0.305
8304,0.334
8305,0.291
8306,0.302
8307,0.361
8308,0.287
8309,0.301
8310,0.318
8311,0.325
8312,0.283
8313,0.223
8314,0.252
8315,0.265
8316,0.258
8317,0.255
8318,0.299
8319,0.291
8320,0.276
8321,0.285
8322,0.406
8323,0.333
8324,0.369
8325,0.358
8326,0.388
8327,0.323
8328,0.398
8329,0.423
8330,0.325
8331,0.349
8332,0.393
8333,0.395
8334,0.324
8335,0.296
8336,0.306
8337,0.318
8338,0.31
8339,0.306
8340,0.35
8341,0.342
8342,0.355
8343,0.338
8344,0.238
8345,0.202
8346,0.199
8347,0.197
8348,0.216
8349,0.198
8350,0.204
8351,0.257
8352,0.195
8353,0.201
8354,0.212
8355,0.237
8356,0.183
8357,0.184
8358,0.19
8359,0.188
8360,0.193
8361,0.188
8362,0.187
8363,0.197
8364,0.19
8365,0.192
8366,0.153
8367,0.243
8368,0.157
8369,0.147
8370,0.154
8371,0.149
8372,0.162
8373,0.171
8374,0.168
8375,0.168
8376,0.156
8377,0.173
8378,0.162
8379,0.167
8380,0.145
8381,0.16
8382,0.157
8383,0.158
8384,0.165
8385,0.218
8386,0.158
8387,0.165
8388,0.411
8389,0.359
8390,0.365
8391,0.39
8392,0.363
8393,0.33
8394,0.389
8395,0.428
8396,0.33
8397,0.377
8398,0.401
8399,0.416
8400,0.362
8401,0.285
8402,0.324
8403,0.351
8404,0.355
8405,0.344
8406,0.38
8407,0.359
8408,0.368
8409,0.333
8410,0.395
8411,0.354
8412,0.342
8413,0.302
8414,0.377
8415,0.312
8416,0.335
8417,0.423
8418,0.322
8419,0.334
8420,0.348
8421,0.329
8422,0.364
8423,0.319
8424,0.321
8425,0.303
8426,0.275
8427,0.364
8428,0.295
8429,0.342
8430,0.284
8431,0.304
8432,0.3
8433,0.314
8434,0.294
8435,0.294
8436,0.344
8437,0.471
8438,0.392
8439,0.44
8440,0.398
8441,0.45
8442,0.392
8443,0.408
8444,0.47
8445,0.393
8446,0.395
8447,0.419
8448,0.384
8449,0.454
8450,0.407
8451,0.412
8452,0.339
8453,0.345
8454,0.418
8455,0.326
8456,0.375
8457,0.346
8458,0.372
8459,0.377
8460,0.351
8461,0.367
8462,0.352
8463,0.443
8464,0.446
8465,0.441
8466,0.422
8467,0.397
8468,0.44
8469,0.37
8470,0.395
8471,0.488
8472,0.401
8473,0.364
8474,0.397
8475,0.366
8476,0.448
8477,0.409
8478,0.466
8479,0.352
8480,0.338
8481,0.394
8482,0.378
8483,0.364
8484,0.361
8485,0.36
8486,0.4
8487,0.379
8488,0.372
8489,0.371
8490,0.416
8491,0.439
8492,0.412
8493,0.401
8494,0.336
8495,0.385
8496,0.348
8497,0.367
8498,0.44
8499,0.369
8500,0.338
8501,0.348
8502,0.347
8503,0.412
8504,0.344
8505,0.334
8506,0.311
8507,0.309
8508,0.385
8509,0.293
8510,0.3
8511,0.304
8512,0.328
8513,0.333
8514,0.309
8515,0.309
8516,0.304
8517,0.36
8518,0.355
8519,0.328
8520,0.325
8521,0.265
8522,0.344
8523,0.296
8524,0.299
8525,0.337
8526,0.285
8527,0.312
8528,0.328
8529,0.287
8530,0.324
8531,0.294
8532,0.28
8533,0.274
8534,0.243
8535,0.336
8536,0.271
8537,0.335
8538,0.263
8539,0.281
8540,0.27
8541,0.288
8542,0.273
8543,0.271
8544,0.305
8545,0.269
8546,0.213
8547,0.235
8548,0.188
8549,0.247
8550,0.209
8551,0.217
8552,0.251
8553,0.21
8554,0.224
8555,0.23
8556,0.22
8557,0.245
8558,0.226
8559,0.219
8560,0.203
8561,0.183
8562,0.242
8563,0.21
8564,0.253
8565,0.195
8566,0.198
8567,0.2
8568,0.208
8569,0.199
8570,0.198
8571,0.235
8572,0.197
8573,0.154
8574,0.177
8575,0.128
8576,0.163
8577,0.149
8578,0.156
8579,0.194
8580,0.139
8581,0.179
8582,0.161
8583,0.146
8584,0.174
8585,0.168
8586,0.161
8587,0.148
8588,0.13
8589,0.176
8590,0.152
8591,0.202
8592,0.143
8593,0.135
8594,0.153
8595,0.153
8596,0.146
8597,0.149
8598,0.182
8599,0.1
8600,0.11
8601,0.088
8602,0.102
8603,0.096
8604,0.103
8605,0.098
8606,0.114
8607,0.103
8608,0.108
8609,0.135
8610,0.105
8611,0.108
8612,0.122
8613,0.11
8614,0.111
8615,0.111
8616,0.11
8617,0.111
8618,0.121
8619,0.101
8620,0.105
8621,0.109
8622,0.115
8623,0.108
8624,0.106
8625,0.102
8626,0.397
8627,0.425
8628,0.368
8629,0.37
8630,0.383
8631,0.347
8632,0.358
8633,0.436
8634,0.349
8635,0.353
8636,0.388
8637,0.326
8638,0.41
8639,0.374
8640,0.402
8641,0.322
8642,0.306
8643,0.346
8644,0.339
8645,0.323
8646,0.352
8647,0.341
8648,0.381
8649,0.346
8650,0.334
8651,0.352
8652,0.386
8653,0.176
8654,0.175
8655,0.171
8656,0.147
8657,0.158
8658,0.159
8659,0.174
8660,0.188
8661,0.164
8662,0.179
8663,0.167
8664,0.164
8665,0.181
8666,0.19
8667,0.176
8668,0.162
8669,0.149
8670,0.169
8671,0.169
8672,0.186
8673,0.161
8674,0.174
8675,0.166
8676,0.171
8677,0.157
8678,0.167
8679,0.182
8680,0.171
8681,0.158
8682,0.16
8683,0.127
8684,0.153
8685,0.151
8686,0.155
8687,0.172
8688,0.143
8689,0.163
8690,0.163
8691,0.144
8692,0.163
8693,0.166
8694,0.155
8695,0.156
8696,0.123
8697,0.163
8698,0.163
8699,0.183
8700,0.137
8701,0.152
8702,0.158
8703,0.159
8704,0.141
8705,0.151
8706,0.168
8707,0.374
8708,0.372
8709,0.405
8710,0.357
8711,0.352
8712,0.364
8713,0.346
8714,0.359
8715,0.328
8716,0.314
8717,0.26
8718,0.338
8719,0.303
8720,0.323
8721,0.414
8722,0.316
8723,0.294
8724,0.262
8725,0.284
8726,0.257
8727,0.283
8728,0.316
8729,0.265
8730,0.361
8731,0.292
8732,0.424
8733,0.418
8734,0.396
8735,0.366
8736,0.368
8737,0.392
8738,0.362
8739,0.419
8740,0.359
8741,0.381
8742,0.326
8743,0.335
8744,0.38
8745,0.402
8746,0.521
8747,0.382
8748,0.342
8749,0.316
8750,0.39
8751,0.322
8752,0.32
8753,0.366
8754,0.319
8755,0.425
8756,0.33
8757,0.305
8758,0.28
8759,0.22
8760,0.257
8761,0.26
8762,0.248
8763,0.236
8764,0.229
8765,0.223
8766,0.202
8767,0.196
8768,0.191
8769,0.215
8770,0.23
8771,0.209
8772,0.212
8773,0.204
8774,0.196
8775,0.202
8776,0.196
8777,0.192
8778,0.21
8779,0.197
8780,0.273
8781,0.2
8782,0.251
8783,0.153
8784,0.213
8785,0.204
8786,0.153
8787,0.188
8788,0.243
8789,0.177
8790,0.157
8791,0.187
8792,0.177
8793,0.161
8794,0.172
8795,0.166
8796,0.187
8797,0.261
8798,0.147
8799,0.147
8800,0.17
8801,0.124
8802,0.154
8803,0.152
8804,0.156
8805,0.167
8806,0.212
8807,0.45
8808,0.434
8809,0.411
8810,0.386
8811,0.379
8812,0.411
8813,0.348
8814,0.44
8815,0.34
8816,0.38
8817,0.344
8818,0.392
8819,0.377
8820,0.426
8821,0.569
8822,0.399
8823,0.357
8824,0.348
8825,0.391
8826,0.353
8827,0.346
8828,0.396
8829,0.341
8830,0.436
8831,0.336
8832,0.348
8833,0.299
8834,0.276
8835,0.337
8836,0.298
8837,0.297
8838,0.345
8839,0.328
8840,0.283
8841,0.333
8842,0.288
8843,0.293
8844,0.305
8845,0.314
8846,0.309
8847,0.302
8848,0.291
8849,0.31
8850,0.309
8851,0.289
8852,0.235
8853,0.22
8854,0.286
8855,0.406
8856,0.298
8857,0.247
8858,0.276
8859,0.317
8860,0.282
8861,0.415
8862,0.361
8863,0.372
8864,0.406
8865,0.33
8866,0.355
8867,0.398
8868,0.38
8869,0.34
8870,0.395
8871,0.341
8872,0.369
8873,0.366
8874,0.4
8875,0.361
8876,0.369
8877,0.379
8878,0.382
8879,0.37
8880,0.334
8881,0.336
8882,0.32
8883,0.36
8884,0.541
8885,0.335
8886,0.326
8887,0.355
8888,0.347
8889,0.344
8890,0.221
8891,0.198
8892,0.196
8893,0.206
8894,0.197
8895,0.187
8896,0.219
8897,0.201
8898,0.189
8899,0.199
8900,0.189
8901,0.206
8902,0.2
8903,0.198
8904,0.204
8905,0.204
8906,0.196
8907,0.203
8908,0.198
8909,0.193
8910,0.197
8911,0.181
8912,0.201
8913,0.215
8914,0.203
8915,0.195
8916,0.194
8917,0.206
8918,0.201
8919,0.155
8920,0.163
8921,0.2
8922,0.192
8923,0.16
8924,0.172
8925,0.247
8926,0.178
8927,0.205
8928,0.165
8929,0.158
8930,0.162
8931,0.215
8932,0.181
8933,0.267
8934,0.253
8935,0.126
8936,0.157
8937,0.164
8938,0.178
8939,0.159
8940,0.136
8941,0.168
8942,0.183
8943,0.158
8944,0.185
8945,0.15
8946,0.155
8947,0.222
8948,0.429
8949,0.368
8950,0.465
8951,0.395
8952,0.339
8953,0.329
8954,0.38
8955,0.424
8956,0.329
8957,0.398
8958,0.388
8959,0.386
8960,0.397
8961,0.431
8962,0.403
8963,0.42
8964,0.445
8965,0.383
8966,0.374
8967,0.363
8968,0.383
8969,0.353
8970,0.39
8971,0.535
8972,0.351
8973,0.324
8974,0.382
8975,0.352
8976,0.354
8977,0.285
8978,0.277
8979,0.298
8980,0.233
8981,0.255
8982,0.303
8983,0.285
8984,0.267
8985,0.315
8986,0.257
8987,0.264
8988,0.274
8989,0.326
8990,0.257
8991,0.27
8992,0.288
8993,0.259
8994,0.238
8995,0.244
8996,0.211
8997,0.258
8998,0.297
8999,0.288
9000,0.26
9001,0.204
9002,0.342
9003,0.313
9004,0.341
9005,0.301
9006,0.265
9007,0.326
9008,0.336
9009,0.333
9010,0.35
9011,0.329
9012,0.332
9013,0.334
9014,0.387
9015,0.312
9016,0.324
9017,0.342
9018,0.323
9019,0.289
9020,0.318
9021,0.312
9022,0.312
9023,0.336
9024,0.325
9025,0.325
9026,0.287
9027,0.194
9028,0.207
9029,0.206
9030,0.191
9031,0.198
9032,0.2
9033,0.192
9034,0.189
9035,0.193
9036,0.194
9037,0.193
9038,0.188
9039,0.199
9040,0.186
9041,0.202
9042,0.207
9043,0.193
9044,0.202
9045,0.195
9046,0.192
9047,0.193
9048,0.2
9049,0.197
9050,0.191
9051,0.161
9052,0.161
9053,0.142
9054,0.152
9055,0.157
9056,0.174
9057,0.171
9058,0.143
9059,0.162
9060,0.19
9061,0.142
9062,0.147
9063,0.167
9064,0.156
9065,0.151
9066,0.164
9067,0.151
9068,0.174
9069,0.165
9070,0.145
9071,0.144
9072,0.168
9073,0.174
9074,0.17
9075,0.164
9076,0.171
9077,0.361
9078,0.368
9079,0.331
9080,0.28
9081,0.285
9082,0.329
9083,0.34
9084,0.344
9085,0.368
9086,0.337
9087,0.352
9088,0.336
9089,0.389
9090,0.322
9091,0.337
9092,0.359
9093,0.317
9094,0.27
9095,0.35
9096,0.314
9097,0.312
9098,0.432
9099,0.335
9100,0.331
9101,0.267
9102,0.214
9103,0.169
9104,0.195
9105,0.178
9106,0.166
9107,0.16
9108,0.197
9109,0.164
9110,0.168
9111,0.202
9112,0.199
9113,0.215
9114,0.163
9115,0.177
9116,0.18
9117,0.181
9118,0.17
9119,0.167
9120,0.153
9121,0.196
9122,0.172
9123,0.18
9124,0.176
9125,0.163
9126,0.149
9127,0.228
9128,0.217
9129,0.237
9130,0.207
9131,0.211
9132,0.224
9133,0.204
9134,0.204
9135,0.215
9136,0.229
9137,0.225
9138,0.232
9139,0.223
9140,0.225
9141,0.194
9142,0.232
9143,0.21
9144,0.216
9145,0.214
9146,0.241
9147,0.225
9148,0.21
9149,0.226
9150,0.229
9151,0.22
9152,0.18
9153,0.155
9154,0.177
9155,0.163
9156,0.169
9157,0.155
9158,0.168
9159,0.171
9160,0.164
9161,0.162
9162,0.165
9163,0.176
9164,0.164
9165,0.164
9166,0.159
9167,0.17
9168,0.171
9169,0.171
9170,0.167
9171,0.174
9172,0.168
9173,0.162
9174,0.181
9175,0.162
9176,0.157
9177,0.157
9178,0.135
9179,0.146
9180,0.133
9181,0.128
9182,0.144
9183,0.13
9184,0.126
9185,0.14
9186,0.144
9187,0.159
9188,0.133
9189,0.147
9190,0.145
9191,0.151
9192,0.174
9193,0.133
9194,0.134
9195,0.138
9196,0.131
9197,0.159
9198,0.134
9199,0.15
9200,0.15
9201,0.16
9202,0.248
9203,0.216
9204,0.218
9205,0.229
9206,0.235
9207,0.26
9208,0.208
9209,0.222
9210,0.231
9211,0.24
9212,0.228
9213,0.243
9214,0.224
9215,0.241
9216,0.216
9217,0.238
9218,0.226
9219,0.232
9220,0.237
9221,0.24
9222,0.242
9223,0.238
9224,0.245
9225,0.235
9226,0.237
9227,0.145
9228,0.153
9229,0.147
9230,0.149
9231,0.148
9232,0.125
9233,0.142
9234,0.124
9235,0.134
9236,0.154
9237,0.129
9238,0.121
9239,0.107
9240,0.129
9241,0.112
9242,0.13
9243,0.127
9244,0.095
9245,0.128
9246,0.122
9247,0.114
9248,0.131
9249,0.125
9250,0.124
9251,0.121
9252,0.121
9253,0.131
9254,0.133
9255,0.176
9256,0.183
9257,0.182
9258,0.173
9259,0.186
9260,0.17
9261,0.154
9262,0.184
9263,0.164
9264,0.171
9265,0.245
9266,0.189
9267,0.166
9268,0.158
9269,0.178
9270,0.17
9271,0.2
9272,0.187
9273,0.162
9274,0.178
9275,0.173
9276,0.156
9277,0.183
9278,0.172
9279,0.202
9280,0.166
9281,0.182
9282,0.189
9283,0.165
9284,0.223
9285,0.172
9286,0.176
9287,0.166
9288,0.165
9289,0.159
9290,0.156
9291,0.168
9292,0.153
9293,0.152
9294,0.168
9295,0.139
9296,0.142
9297,0.128
9298,0.155
9299,0.131
9300,0.15
9301,0.151
9302,0.119
9303,0.154
9304,0.155
9305,0.139
9306,0.155
9307,0.145
9308,0.153
9309,0.149
9310,0.159
9311,0.153
9312,0.173
9313,0.178
9314,0.122
9315,0.117
9316,0.123
9317,0.127
9318,0.13
9319,0.135
9320,0.131
9321,0.12
9322,0.129
9323,0.116
9324,0.138
9325,0.132
9326,0.151
9327,0.134
9328,0.132
9329,0.137
9330,0.142
9331,0.132
9332,0.138
9333,0.121
9334,0.129
9335,0.124
9336,0.126
9337,0.132
9338,0.126
9339,0.12
9340,0.146
9341,0.128
9342,0.127
9343,0.216
9344,0.193
9345,0.176
9346,0.183
9347,0.189
9348,0.173
9349,0.277
9350,0.175
9351,0.2
9352,0.269
9353,0.181
9354,0.184
9355,0.187
9356,0.184
9357,0.192
9358,0.219
9359,0.192
9360,0.16
9361,0.227
9362,0.212
9363,0.217
9364,0.198
9365,0.174
9366,0.208
9367,0.182
9368,0.208
9369,0.202
9370,0.192
9371,0.228
9372,0.051
9373,0.062
9374,0.048
9375,0.05
9376,0.062
9377,0.06
9378,0.046
9379,0.059
9380,0.05
9381,0.052
9382,0.063
9383,0.053
9384,0.063
9385,0.057
9386,0.057
9387,0.054
9388,0.047
9389,0.049
9390,0.051
9391,0.046
9392,0.046
9393,0.06
9394,0.056
9395,0.083
9396,0.092
9397,0.088
9398,0.083
9399,0.099
9400,0.092
9401,0.078
9402,0.091
9403,0.091
9404,0.09
9405,0.101
9406,0.091
9407,0.102
9408,0.095
9409,0.09
9410,0.09
9411,0.07
9412,0.091
9413,0.085
9414,0.073
9415,0.084
9416,0.094
9417,0.09
9418,0.122
9419,0.145
9420,0.134
9421,0.129
9422,0.147
9423,0.147
9424,0.121
9425,0.141
9426,0.143
9427,0.132
9428,0.152
9429,0.127
9430,0.15
9431,0.135
9432,0.129
9433,0.123
9434,0.101
9435,0.135
9436,0.129
9437,0.113
9438,0.117
9439,0.143
9440,0.13
9441,0.163
9442,0.185
9443,0.175
9444,0.162
9445,0.192
9446,0.186
9447,0.156
9448,0.182
9449,0.175
9450,0.176
9451,0.189
9452,0.169
9453,0.195
9454,0.175
9455,0.165
9456,0.164
9457,0.128
9458,0.18
9459,0.168
9460,0.15
9461,0.151
9462,0.189
9463,0.167
9464,0.264
9465,0.243
9466,0.247
9467,0.207
9468,0.257
9469,0.261
9470,0.214
9471,0.238
9472,0.24
9473,0.225
9474,0.262
9475,0.249
9476,0.253
9477,0.283
9478,0.225
9479,0.232
9480,0.21
9481,0.246
9482,0.219
9483,0.235
9484,0.227
9485,0.27
9486,0.276
9487,0.094
9488,0.094
9489,0.094
9490,0.094
9491,0.094
9492,0.094
9493,0.094
9494,0.094
9495,0.094
9496,0.094
9497,0.094
9498,0.094
9499,0.094
9500,0.094
9501,0.094
9502,0.094
9503,0.094
9504,0.094
9505,0.094
9506,0.094
9507,0.094
9508,0.094
9509,0.094
9510,0.071
9511,0.082
9512,0.071
9513,0.071
9514,0.084
9515,0.08
9516,0.066
9517,0.076
9518,0.074
9519,0.076
9520,0.082
9521,0.078
9522,0.088
9523,0.08
9524,0.077
9525,0.078
9526,0.065
9527,0.075
9528,0.074
9529,0.065
9530,0.072
9531,0.079
9532,0.075
9533,0.205
9534,0.224
9535,0.191
9536,0.198
9537,0.235
9538,0.228
9539,0.189
9540,0.233
9541,0.207
9542,0.217
9543,0.23
9544,0.208
9545,0.263
9546,0.177
9547,0.206
9548,0.203
9549,0.151
9550,0.222
9551,0.204
9552,0.188
9553,0.174
9554,0.226
9555,0.206
9556,0.093
9557,0.095
9558,0.089
9559,0.093
9560,0.095
9561,0.095
9562,0.089
9563,0.094
9564,0.093
9565,0.088
9566,0.1
9567,0.092
9568,0.095
9569,0.093
9570,0.093
9571,0.093
9572,0.088
9573,0.089
9574,0.089
9575,0.085
9576,0.089
9577,0.094
9578,0.089
9579,0.264
9580,0.27
9581,0.254
9582,0.226
9583,0.25
9584,0.256
9585,0.218
9586,0.233
9587,0.253
9588,0.264
9589,0.246
9590,0.248
9591,0.272
9592,0.303
9593,0.241
9594,0.249
9595,0.187
9596,0.258
9597,0.221
9598,0.242
9599,0.244
9600,0.295
9601,0.308
9602,0.073
9603,0.079
9604,0.069
9605,0.078
9606,0.079
9607,0.079
9608,0.069
9609,0.078
9610,0.072
9611,0.068
9612,0.084
9613,0.073
9614,0.079
9615,0.077
9616,0.076
9617,0.073
9618,0.067
9619,0.069
9620,0.074
9621,0.067
9622,0.069
9623,0.078
9624,0.071
9625,0.049
9626,0.057
9627,0.051
9628,0.049
9629,0.062
9630,0.057
9631,0.043
9632,0.053
9633,0.052
9634,0.055
9635,0.062
9636,0.056
9637,0.065
9638,0.058
9639,0.056
9640,0.056
9641,0.044
9642,0.053
9643,0.053
9644,0.047
9645,0.05
9646,0.057
9647,0.055
9648,0.084
9649,0.074
9650,0.069
9651,0.076
9652,0.085
9653,0.076
9654,0.083
9655,0.075
9656,0.082
9657,0.069
9658,0.069
9659,0.07
9660,0.07
9661,0.078
9662,0.067
9663,0.08
9664,0.07
9665,0.066
9666,0.081
9667,0.071
9668,0.07
9669,0.091
9670,0.071
9671,0.069
9672,0.089
9673,0.087
9674,0.166
9675,0.137
9676,0.129
9677,0.156
9678,0.157
9679,0.156
9680,0.161
9681,0.155
9682,0.174
9683,0.141
9684,0.134
9685,0.156
9686,0.152
9687,0.151
9688,0.132
9689,0.165
9690,0.134
9691,0.148
9692,0.148
9693,0.13
9694,0.127
9695,0.169
9696,0.139
9697,0.12
9698,0.173
9699,0.151
9700,0.255
9701,0.205
9702,0.187
9703,0.218
9704,0.231
9705,0.251
9706,0.237
9707,0.216
9708,0.261
9709,0.201
9710,0.204
9711,0.22
9712,0.243
9713,0.234
9714,0.206
9715,0.261
9716,0.201
9717,0.211
9718,0.242
9719,0.189
9720,0.189
9721,0.241
9722,0.197
9723,0.184
9724,0.26
9725,0.229
9726,0.321
9727,0.297
9728,0.251
9729,0.299
9730,0.315
9731,0.302
9732,0.316
9733,0.292
9734,0.335
9735,0.304
9736,0.286
9737,0.289
9738,0.311
9739,0.291
9740,0.282
9741,0.323
9742,0.256
9743,0.279
9744,0.32
9745,0.252
9746,0.239
9747,0.308
9748,0.254
9749,0.216
9750,0.338
9751,0.318
9752,0.402
9753,0.393
9754,0.35
9755,0.393
9756,0.388
9757,0.361
9758,0.394
9759,0.38
9760,0.415
9761,0.413
9762,0.396
9763,0.363
9764,0.383
9765,0.376
9766,0.37
9767,0.375
9768,0.365
9769,0.366
9770,0.383
9771,0.34
9772,0.331
9773,0.379
9774,0.353
9775,0.324
9776,0.391
9777,0.411
9778,0.086
9779,0.084
9780,0.089
9781,0.082
9782,0.085
9783,0.086
9784,0.089
9785,0.082
9786,0.086
9787,0.086
9788,0.086
9789,0.084
9790,0.083
9791,0.086
9792,0.082
9793,0.086
9794,0.085
9795,0.086
9796,0.084
9797,0.08
9798,0.08
9799,0.086
9800,0.082
9801,0.082
9802,0.086
9803,0.082
9804,0.126
9805,0.095
9806,0.097
9807,0.11
9808,0.123
9809,0.123
9810,0.129
9811,0.112
9812,0.128
9813,0.096
9814,0.099
9815,0.098
9816,0.113
9817,0.119
9818,0.097
9819,0.121
9820,0.094
9821,0.107
9822,0.124
9823,0.104
9824,0.095
9825,0.128
9826,0.101
9827,0.094
9828,0.136
9829,0.121
9830,0.386
9831,0.345
9832,0.322
9833,0.339
9834,0.365
9835,0.343
9836,0.367
9837,0.319
9838,0.384
9839,0.36
9840,0.346
9841,0.325
9842,0.346
9843,0.34
9844,0.315
9845,0.373
9846,0.322
9847,0.323
9848,0.354
9849,0.317
9850,0.301
9851,0.371
9852,0.324
9853,0.279
9854,0.394
9855,0.387
9856,0.105
9857,0.093
9858,0.092
9859,0.094
9860,0.094
9861,0.094
9862,0.099
9863,0.098
9864,0.099
9865,0.093
9866,0.093
9867,0.093
9868,0.093
9869,0.098
9870,0.09
9871,0.094
9872,0.094
9873,0.105
9874,0.099
9875,0.092
9876,0.093
9877,0.102
9878,0.094
9879,0.094
9880,0.099
9881,0.102
9882,0.399
9883,0.387
9884,0.36
9885,0.363
9886,0.378
9887,0.346
9888,0.396
9889,0.35
9890,0.397
9891,0.407
9892,0.346
9893,0.345
9894,0.395
9895,0.361
9896,0.366
9897,0.382
9898,0.336
9899,0.363
9900,0.374
9901,0.32
9902,0.332
9903,0.366
9904,0.343
9905,0.309
9906,0.386
9907,0.382
9908,0.09
9909,0.084
9910,0.085
9911,0.088
9912,0.093
9913,0.086
9914,0.091
9915,0.095
9916,0.092
9917,0.085
9918,0.085
9919,0.085
9920,0.083
9921,0.092
9922,0.08
9923,0.089
9924,0.085
9925,0.093
9926,0.091
9927,0.087
9928,0.085
9929,0.096
9930,0.084
9931,0.083
9932,0.091
9933,0.096
9934,0.092
9935,0.075
9936,0.073
9937,0.08
9938,0.088
9939,0.086
9940,0.093
9941,0.083
9942,0.098
9943,0.073
9944,0.074
9945,0.072
9946,0.084
9947,0.088
9948,0.072
9949,0.087
9950,0.071
9951,0.076
9952,0.088
9953,0.07
9954,0.071
9955,0.097
9956,0.073
9957,0.067
9958,0.099
9959,0.087
9960,0.112
9961,0.145
9962,0.113
9963,0.097
9964,0.11
9965,0.13
9966,0.117
9967,0.103
9968,0.107
9969,0.116
9970,0.092
9971,0.113
9972,0.112
9973,0.095
9974,0.124
9975,0.109
9976,0.109
9977,0.095
9978,0.104
9979,0.091
9980,0.106
9981,0.107
9982,0.179
9983,0.097
9984,0.116
9985,0.103
9986,0.272
9987,0.281
9988,0.229
9989,0.181
9990,0.221
9991,0.262
9992,0.222
9993,0.197
9994,0.215
9995,0.235
9996,0.19
9997,0.229
9998,0.232
9999,0.202
10000,0.266
10001,0.222
10002,0.228
10003,0.192
10004,0.219
10005,0.181
10006,0.21
10007,0.233
10008,0.304
10009,0.189
10010,0.237
10011,0.205
10012,0.382
10013,0.374
10014,0.321
10015,0.295
10016,0.305
10017,0.387
10018,0.343
10019,0.292
10020,0.309
10021,0.335
10022,0.286
10023,0.33
10024,0.322
10025,0.302
10026,0.363
10027,0.299
10028,0.308
10029,0.272
10030,0.305
10031,0.267
10032,0.298
10033,0.332
10034,0.408
10035,0.273
10036,0.33
10037,0.301
10038,0.531
10039,0.487
10040,0.44
10041,0.408
10042,0.452
10043,0.52
10044,0.502
10045,0.392
10046,0.478
10047,0.49
10048,0.413
10049,0.48
10050,0.458
10051,0.443
10052,0.495
10053,0.436
10054,0.445
10055,0.376
10056,0.442
10057,0.374
10058,0.402
10059,0.43
10060,0.502
10061,0.366
10062,0.44
10063,0.423
10064,0.568
10065,0.525
10066,0.489
10067,0.478
10068,0.515
10069,0.572
10070,0.566
10071,0.449
10072,0.529
10073,0.566
10074,0.506
10075,0.538
10076,0.517
10077,0.511
10078,0.549
10079,0.488
10080,0.471
10081,0.464
10082,0.511
10083,0.444
10084,0.511
10085,0.491
10086,0.543
10087,0.418
10088,0.505
10089,0.498
10090,0.106
10091,0.104
10092,0.103
10093,0.104
10094,0.107
10095,0.108
10096,0.112
10097,0.102
10098,0.108
10099,0.105
10100,0.107
10101,0.102
10102,0.108
10103,0.104
10104,0.109
10105,0.106
10106,0.106
10107,0.104
10108,0.107
10109,0.106
10110,0.113
10111,0.104
10112,0.103
10113,0.104
10114,0.108
10115,0.106
10116,0.182
10117,0.225
10118,0.17
10119,0.128
10120,0.161
10121,0.189
10122,0.165
10123,0.149
10124,0.151
10125,0.17
10126,0.139
10127,0.163
10128,0.161
10129,0.132
10130,0.178
10131,0.168
10132,0.164
10133,0.143
10134,0.158
10135,0.134
10136,0.153
10137,0.165
